Timestamp, X, Y, Theta
0.00943, 0.0, 0.0, 0.0
0.011012, 0.0, 0.0, 0.0
0.011923, -0.6990029793214043, 0.0013920421080271476, -0.003982930857115265
0.012759, -2.5629998353745433, 0.00881625196218241, -0.003982930857115265
0.013667, -4.8929959054409675, 0.01809651427987649, -0.003982930857115265
0.014821, -7.688991189520676, 0.029232829061109387, -0.003982930857115265
0.016241, -10.0189872595871, 0.03851309137880347, -0.003982930857115265
0.017615, -12.814982543666808, 0.049649406160036366, -0.003982930857115265
0.018999, -15.144978613733233, 0.05892966847773044, -0.003982930857115265
0.020256, -17.707989537911715, 0.06403382287382998, 2.6020852139652106e-18
0.02174, -20.271000462090196, 0.06913797726992953, -0.003982930857115265
0.022765, -22.834011386268678, 0.07424213166602907, 2.6020852139652106e-18
0.023573, -25.39702231044716, 0.07934628606212861, -0.003982930857115265
0.024338, -27.727018380513584, 0.08862654837982269, -0.003982930857115265
0.02514, -30.05701445058001, 0.09790681069751676, -0.003982930857115265
0.025908, -32.85300973465972, 0.10904312547874966, -0.003982930857115265
0.02676, -35.41602065883821, 0.1141472798748492, 2.6020852139652106e-18
0.027583, -37.97903158301669, 0.11925143427094874, -0.003982930857115265
0.028709, -40.54204250719518, 0.12435558866704828, 2.6020852139652106e-18
0.030137, -43.10505343137366, 0.1294597430631478, -0.003982930857115265
0.031553, -45.66806435555215, 0.13456389745924735, 2.6020852139652106e-18
0.032968, -48.46408181724706, 0.13456389745924735, 2.6020852139652106e-18
0.034383, -50.561090755211275, 0.13874002378332878, -0.0039829308571152616
0.035722, -53.12410167938976, 0.14384417817942832, 6.071532165918825e-18
0.037119, -55.920119141084676, 0.1438441781794283, 6.071532165918825e-18
0.038441, -58.48313006526316, 0.14894833257552784, -0.0039829308571152616
0.039789, -60.81312613532958, 0.1582285948932219, -0.0039829308571152616
0.040849, -63.37613705950807, 0.16333274928932145, 6.071532165918825e-18
0.041691, -65.93914798368655, 0.168436903685421, -0.0039829308571152616
0.04243, -68.50215890786504, 0.17354105808152054, 6.071532165918825e-18
0.043241, -70.83217345927747, 0.1735410580815205, 6.071532165918825e-18
0.044069, -73.39518438345596, 0.17864521247762005, -0.0039829308571152616
0.044908, -75.72518045352238, 0.18792547479531413, -0.0039829308571152616
