Timestamp, X, Y, Theta
0, 0.0, 0.0, 0.0
0.2505614540004899, 0.0, 0.0, 0.0
0.500921921000554, 0.0, 0.0, 0.0
0.7512458780001907, 0.0, 0.0, 0.0
1.0016030630004025, 0.0, 0.0, 0.0
1.2519616550007413, 0.0, 0.0, 0.0
1.5023314970003412, 0.0, 0.0, 0.0
1.752685609000764, 0.0, 0.0, 0.0
2.003048576000765, 0.0, 0.0, 0.0
2.253411595000216, 0.0, 0.0, 0.0
2.5037710200003858, 0.0, 0.0, 0.0
2.754126226000153, 0.0, 0.0, 0.0
3.004517943000792, 0.0, 0.0, 0.0
3.2549123680000775, 33.26365790139632, 1.9231979730598197, 0.1155049948563427
3.5052340330003062, 70.16257320720582, 8.684321787287285, 0.24694171314114644
3.755560333000176, 106.54556878183911, 20.36562373263223, 0.37439550056883486
4.0058969460005756, 141.21294767436018, 36.43883196386254, 0.49388342628229276
4.256233403000806, 173.47912682391274, 56.47170845409876, 0.617354282852866
4.506553922000421, 202.80389155525634, 80.23799729888047, 0.7448080702805544
4.7568695460004164, 229.19168919565388, 107.87600225241383, 0.8722618577082428
5.007188815000518, 251.37768792727528, 138.12536929136377, 1.0036985759930466
5.257520428000134, 269.71730326567615, 171.1168351763732, 1.1231865017065046
5.507841208000173, 284.20321773477116, 206.97997295962924, 1.250640289134193
5.758175998000297, 293.7898719794552, 243.2475729128864, 1.3741111457047663
6.0084959969999545, 298.8996183312639, 280.881506398562, 1.4975820022753394
6.258824692999951, 299.1808136032076, 318.39368675635586, 1.6290187205601432
6.509144743999968, 294.5323999296772, 356.3221382465214, 1.7564725079878316
6.7594960960004755, 285.2314666798777, 393.1448906975109, 1.8799433645584047
7.009815938999964, 271.4663464579394, 428.54183862610586, 2.003414221128978
7.260133646000213, 253.26912079322648, 462.1429719437429, 2.1308680085566665
7.510453122999934, 231.22069370436787, 492.78028864918457, 2.258321795984355
7.76076963200012, 205.24256722454766, 520.4851510740829, 2.3897585142691584
8.011088902000665, 176.18121731420328, 544.5728295298987, 2.509246439982616
8.261406765000174, 143.74435685860675, 565.2098489367919, 2.6406831582674197
8.511728014000255, 109.36922956805867, 581.3583188687296, 2.764154014837993
8.76208936600051, 73.95457143673498, 593.0038222390716, 2.883641940551451
9.01248004000081, 36.67490463040347, 600.2597784264382, 3.0150786588362544
9.262877798000773, -1.0098837854019038, 606.5868554907773, 2.9354200416939493
9.513221651000094, -37.79787844955798, 616.9221653899593, 2.8000003925520303
9.763589982000667, -72.30105206357177, 631.6454040465131, 2.676529535981457
10.013936907000243, -104.89183627339366, 650.6879641840334, 2.5490757485537685
10.26428258300075, -135.16699719978936, 674.0029767940009, 2.42162196112608
10.514675705000627, -162.2330409987155, 700.9771209916713, 2.2941681736983917
10.765018829000837, -185.65088905598648, 731.1728090031851, 2.1667143862707032
11.015340494000156, -204.87873671893422, 763.3835621801459, 2.0512093914143605
11.265658982000787, -220.2051714124354, 798.3874988402981, 1.9157897422724415
11.515976897000655, -230.68249311922108, 834.6504832990374, 1.788335954844753
11.766297625000334, -236.61399857567264, 871.927762639439, 1.668848029131295
